AF-O14647-F1-model_v4	AF-O14647-F1-model_v4_TED01	2.40.50.40	2.40.50.40	2.90e-27	76.52	259-351	264-373	5afwA01
AF-O14647-F1-model_v4	AF-O14647-F1-model_v4_TED02	2.40.50.40	2.40.50.40	1.70e-17	56.82	363-447	380-390_409-450	5afwA02
AF-O14647-F1-model_v4	AF-O14647-F1-model_v4_TED03	3.40.50.10810	1.10.10.60	2.60e-30	0.0	1225-1334	454-705	4b4cA02
AF-O14647-F1-model_v4	AF-O14647-F1-model_v4_TED04	3.40.50.300	1.10.10.60	2.60e-30	0.0	1225-1334	711-740_753-765_779-931	4b4cA02
AF-O14647-F1-model_v4	AF-O14647-F1-model_v4_TED05	1.10.10.60	1.10.10.60	2.60e-30	55.32	1225-1334	1134-1194_1208-1328	4b4cA02
AF-O14745-F1-model_v4	AF-O14745-F1-model_v4_TED01	2.30.42.10	2.30.42.10	1.60e-33	81.9	5-120	14-108	2m0tA00
AF-O14745-F1-model_v4	AF-O14745-F1-model_v4_TED02	2.30.42.10	2.30.42.10	4.40e-28	79.82	143-240	154-251	2jxoA00
AF-O14746-F1-model_v4	AF-O14746-F1-model_v4_TED02	1.10.132.70	1.10.132.70	5.70e-74	68.57	333-605	326-370_385-414_446-523_536-581	4o26B00
AF-O14746-F1-model_v4	AF-O14746-F1-model_v4_TED04	1.10.357.90	1.10.357.90	2.50e-30	86.84	964-1132	943-1128	5cqgA05
AF-O14773-F1-model_v4	AF-O14773-F1-model_v4_TED02	3.40.50.200	3.40.50.200	7.70e-131	98.36	198-563	203-562	3edyA02
AF-O14802-F1-model_v4	AF-O14802-F1-model_v4_TED05	2.40.40.20	4.10.860.120	2.50e-25	0.0	1-138	365-528	1twcA01
AF-O14802-F1-model_v4	AF-O14802-F1-model_v4_TED06	1.10.274.100	1.10.274.100	3.70e-49	81.4	533-704	544-683	4qiwA04
AF-O14802-F1-model_v4	AF-O14802-F1-model_v4_TED07	1.10.132.30	1.10.132.30	6.00e-32	82.27	705-820	701-841	4aybA07
AF-O14829-F1-model_v4	AF-O14829-F1-model_v4_TED01	3.60.21.10	3.60.21.10	2.20e-100	89.64	82-303,348-472	87-313_350-452	5jjtA02
AF-O14829-F1-model_v4	AF-O14829-F1-model_v4_TED02	1.10.238.10	1.10.238.10	8.70e-17	37.29	480-651	475-545	2zndA00
AF-O14964-F1-model_v4	AF-O14964-F1-model_v4_TED01	1.25.40.90	1.25.40.90	1.60e-51	92.86	1-154	8-150	3zyqA01
AF-O14964-F1-model_v4	AF-O14964-F1-model_v4_TED02	3.30.40.10	3.30.40.10	7.00e-22	95.77	155-225	155-222	3zyqA02
AF-O15047-F1-model_v4	AF-O15047-F1-model_v4_TED02	3.30.70.330	3.30.70.330	1.70e-18	92.73	88-197	96-197	3s8sA00
AF-O15047-F1-model_v4	AF-O15047-F1-model_v4_TED03	2.170.270.10	2.170.270.10	3.30e-48	43.51	1469-1707	1563-1599_1641-1707	5lszA00
AF-O15055-F1-model_v4	AF-O15055-F1-model_v4_TED01	3.30.450.20	3.30.450.20	6.80e-58	87.57	156-317	149-155_170-317	4dj2A01
AF-O15055-F1-model_v4	AF-O15055-F1-model_v4_TED02	3.30.450.20	3.30.450.20	8.00e-46	93.67	318-475	319-449_457-473	3gdiB02
AF-O15131-F1-model_v4	AF-O15131-F1-model_v4_TED01	1.25.10.10	1.25.10.10	7.90e-181	37.21	82-510	81-241	2jdqA00
AF-O15131-F1-model_v4	AF-O15131-F1-model_v4_TED02	1.25.10.10	1.25.10.10	7.90e-181	29.6	82-510	379-505	2jdqA00
AF-O15169-F1-model_v4	AF-O15169-F1-model_v4_TED01	1.10.167.10	2.40.240.130	1.00e-28	0.0	779-862	82-214	1wspA00
AF-O15169-F1-model_v4	AF-O15169-F1-model_v4_TED02	2.40.240.130	2.40.240.130	1.00e-28	94.05	779-862	783-861	1wspA00
AF-O15198-F1-model_v4	AF-O15198-F1-model_v4_TED01	3.90.520.10	3.90.520.10	1.20e-54	83.1	3-144	17-134	5nm9B00
AF-O15198-F1-model_v4	AF-O15198-F1-model_v4_TED02	2.60.200.10	2.60.200.10	2.50e-93	88.68	270-467	143-147_174-179_267-457	1khuA00
AF-O15297-F1-model_v4	AF-O15297-F1-model_v4_TED01	3.60.40.10	3.60.40.10	1.10e-64	76.49	3-31,92-379	7-34_95-218_272-395	2i44B00
AF-O15353-F1-model_v4	AF-O15353-F1-model_v4_TED01	1.10.10.10	1.10.10.10	1.30e-35	68.91	268-366	277-335_344-386	6el8A00
AF-O15409-F1-model_v4	AF-O15409-F1-model_v4_TED03	1.10.10.10	1.10.10.10	4.40e-35	84.16	502-594	494-586	2a07J00
AF-O15519-F1-model_v4	AF-O15519-F1-model_v4_TED01	1.10.533.10	1.10.533.10	5.40e-21	90.11	1-85	4-91	2bbrA01
AF-O15519-F1-model_v4	AF-O15519-F1-model_v4_TED02	1.10.533.10	1.10.533.10	9.20e-22	78.72	86-179	105-178	3cl3A02
AF-O15519-F1-model_v4	AF-O15519-F1-model_v4_TED03	3.40.50.1460	3.40.50.1460	3.00e-50	87.38	237-362,395-480	253-363_394-471	3h11A00
AF-O15550-F1-model_v4	AF-O15550-F1-model_v4_TED01	2.60.120.650	1.25.40.10	1.40e-15	0.0	68-263	939-1049_1079-1247	5g05K00
AF-O15550-F1-model_v4	AF-O15550-F1-model_v4_TED02	2.10.110.20	1.25.40.10	1.40e-15	0.0	68-263	1275-1390	5g05K00
AF-O43148-F1-model_v4	AF-O43148-F1-model_v4_TED01	3.40.50.150	3.40.50.150	2.80e-107	68.75	164-415,447-476	146-320_372-419_468-475	3bgvD00
AF-O43150-F1-model_v4	AF-O43150-F1-model_v4_TED02	2.30.29.30	2.30.29.30	4.00e-28	86.84	300-413	306-404	5c79A00
AF-O43150-F1-model_v4	AF-O43150-F1-model_v4_TED03	1.10.220.150	1.10.220.150	7.80e-37	91.91	414-548	413-538	2olmA00
AF-O43150-F1-model_v4	AF-O43150-F1-model_v4_TED04	1.25.40.20	1.25.40.950	1.40e-24	46.41	549-619	540-692	3lvqE02
AF-O43150-F1-model_v4	AF-O43150-F1-model_v4_TED05	2.30.30.40	2.30.30.40	9.70e-16	91.8	946-1006	949-1004	2rqtA00
AF-O43175-F1-model_v4	AF-O43175-F1-model_v4_TED01	3.40.50.720	3.30.1330.90	4.80e-16	0.0	321-456	9-102_291-309	1ygyB03
AF-O43175-F1-model_v4	AF-O43175-F1-model_v4_TED02	3.40.50.720	3.30.1330.90	4.80e-16	0.0	321-456	103-281	1ygyB03
AF-O43175-F1-model_v4	AF-O43175-F1-model_v4_TED03	3.30.2130.10	3.30.1330.90	4.80e-16	1.88	321-456	453-533	1ygyB03
AF-O43281-F1-model_v4	AF-O43281-F1-model_v4_TED01	2.30.30.40	2.30.30.40	3.10e-14	59.18	3-100	9-66	1uffA00
AF-O43281-F1-model_v4	AF-O43281-F1-model_v4_TED02	1.20.120.230	1.20.120.230	3.60e-40	96.3	427-561	431-560	5w93A00
AF-O43379-F1-model_v4	AF-O43379-F1-model_v4_TED01	2.120.10.30	2.130.10.10	1.20e-35	35.46	69-343	62-157_186-196	4ci8A02
AF-O43379-F1-model_v4	AF-O43379-F1-model_v4_TED02	2.130.10.10	2.130.10.10	1.20e-35	43.64	69-343	200-398	4ci8A02
AF-O43379-F1-model_v4	AF-O43379-F1-model_v4_TED03	2.130.10.10	2.130.10.10	8.80e-18	58.73	462-607	419-477_492-586	1pguB01
AF-O43379-F1-model_v4	AF-O43379-F1-model_v4_TED04	2.130.10.10	2.130.10.10	1.60e-19	74.72	621-798	628-760	4j0xA00
AF-O43435-F1-model_v4	AF-O43435-F1-model_v4_TED01	2.60.40.820	2.60.40.820	8.50e-97	89.77	95-297	2-13_104-296	4a04A00
AF-O43439-F1-model_v4	AF-O43439-F1-model_v4_TED01	1.20.120.1110	1.20.120.1110	1.20e-41	92.59	112-218	111-211	2pp4A00
AF-O43525-F1-model_v4	AF-O43525-F1-model_v4_TED01	1.20.120.350	1.20.120.350	8.50e-11	84.46	120-247	100-244	4g80T00
AF-O43541-F1-model_v4	AF-O43541-F1-model_v4_TED01	3.90.520.10	3.90.520.10	3.20e-27	93.04	162-276	164-270	5nm9B00
AF-O43541-F1-model_v4	AF-O43541-F1-model_v4_TED02	2.60.200.10	2.60.200.10	1.20e-57	85.47	318-496	333-450_459-493	5xodA00
AF-O43559-F1-model_v4	AF-O43559-F1-model_v4_TED01	2.30.29.30	2.30.29.30	2.80e-41	64.49	1-138	21-109	2kuqA00
AF-O43586-F1-model_v4	AF-O43586-F1-model_v4_TED02	2.30.30.40	2.30.30.40	6.60e-19	98.18	362-416	363-416	1ov3A02
AF-O43683-F1-model_v4	AF-O43683-F1-model_v4_TED01	1.25.40.430	1.25.40.430	7.90e-46	95.33	1-150	5-147	4a1gB00
AF-O43683-F1-model_v4	AF-O43683-F1-model_v4_TED02	1.10.510.10	6.10.130.20	2.90e-26	29.85	725-783	744-841_852-868	6f7bA01
AF-O43683-F1-model_v4	AF-O43683-F1-model_v4_TED03	1.10.510.10	1.10.510.10	3.20e-69	71.52	784-1085	870-1085	6f7bA02
AF-O43708-F1-model_v4	AF-O43708-F1-model_v4_TED01	3.40.30.10	3.40.30.10	1.20e-25	97.47	8-85	9-86	1fw1A01
AF-O43708-F1-model_v4	AF-O43708-F1-model_v4_TED02	1.20.1050.10	1.20.1050.10	1.10e-45	84.25	90-216	94-200	4igjB02
AF-O43734-F1-model_v4	AF-O43734-F1-model_v4_TED01	3.40.50.11530	3.40.50.11530	6.50e-05	94.84	407-561	408-554	3vbcA00
AF-O43741-F1-model_v4	AF-O43741-F1-model_v4_TED01	2.60.40.10	2.60.40.10	3.50e-30	83.33	68-163	77-156	2f15A00
AF-O43776-F1-model_v4	AF-O43776-F1-model_v4_TED01	3.30.1910.20	3.30.1910.20	4.10e-29	86.75	2-77	6-84	4zyaA00
AF-O43776-F1-model_v4	AF-O43776-F1-model_v4_TED02	2.40.50.140	2.40.50.140	3.00e-26	81.51	96-214	114-210	3m4pA01
AF-O43776-F1-model_v4	AF-O43776-F1-model_v4_TED03	3.30.930.10	3.30.930.10	3.20e-106	90.0	219-548	241-537	5xixA02
AF-O43819-F1-model_v4	AF-O43819-F1-model_v4_TED02	3.40.30.10	3.40.30.10	2.10e-59	91.23	96-266	106-261	2rliA00
AF-O43933-F1-model_v4	AF-O43933-F1-model_v4_TED01	3.10.330.10	2.40.40.20	3.10e-34	47.73	3-99	16-178	1wlfA01
AF-O43933-F1-model_v4	AF-O43933-F1-model_v4_TED03	3.40.50.300	3.40.50.300	1.60e-11	91.86	574-731	568-739	1d2nA01
AF-O43933-F1-model_v4	AF-O43933-F1-model_v4_TED04	1.10.8.60	1.10.8.60	3.00e-04	83.52	740-830	744-819	2x8aA02
AF-O43933-F1-model_v4	AF-O43933-F1-model_v4_TED05	3.40.50.300	3.40.50.300	1.60e-11	0.0	574-731	840-1007	1d2nA01
AF-O43933-F1-model_v4	AF-O43933-F1-model_v4_TED06	1.10.8.60	3.40.50.300	1.60e-11	0.0	574-731	1009-1064_1230-1261	1d2nA01
AF-O60237-F1-model_v4	AF-O60237-F1-model_v4_TED01	1.25.40.20	1.25.40.20	1.20e-47	71.26	10-180	57-183	1s70B01
AF-O60237-F1-model_v4	AF-O60237-F1-model_v4_TED02	1.25.40.20	1.25.40.20	6.30e-38	78.83	181-317	185-292	1s70B02
AF-O60282-F1-model_v4	AF-O60282-F1-model_v4_TED01	3.40.850.10	3.40.850.10	2.80e-129	72.07	1-327	7-126_184-206_231-333	1bg2A00
AF-O60293-F1-model_v4	AF-O60293-F1-model_v4_TED03	1.25.40.10	1.25.40.10	2.60e-07	73.13	1349-1478	1345-1446	2ooeA01
AF-O60315-F1-model_v4	AF-O60315-F1-model_v4_TED03	1.10.10.60	1.10.10.60	2.40e-10	66.2	640-710	654-700	2da7A00
AF-O60341-F1-model_v4	AF-O60341-F1-model_v4_TED01	1.10.10.10	1.10.10.10	1.20e-31	80.56	172-279	174-260	2z3yA01
AF-O60341-F1-model_v4	AF-O60341-F1-model_v4_TED02	3.50.50.60	3.50.50.60	7.10e-06	33.33	767-840	281-314_572-655_768-831	1b37A01
AF-O60341-F1-model_v4	AF-O60341-F1-model_v4_TED03	3.90.660.10	3.90.660.10	1.50e-46	33.21	582-766	363-408_524-563_660-749	1b37A02
AF-O60437-F1-model_v4	AF-O60437-F1-model_v4_TED01	1.20.58.60	1.20.58.60	3.20e-09	98.17	25-131	23-131	2odvA02
AF-O60437-F1-model_v4	AF-O60437-F1-model_v4_TED05	3.30.160.780	3.30.160.780	6.70e-31	92.04	1644-1756	1651-1754	4q28A00
AF-O60496-F1-model_v4	AF-O60496-F1-model_v4_TED01	2.30.29.30	2.30.29.30	1.70e-30	99.09	5-114	6-114	2d9wA01
AF-O60496-F1-model_v4	AF-O60496-F1-model_v4_TED02	2.30.29.30	2.30.29.30	1.10e-32	87.61	141-253	150-248	2dlwA00
AF-O60504-F1-model_v4	AF-O60504-F1-model_v4_TED01	2.30.30.40	2.30.30.40	3.30e-17	85.71	382-444	384-437	2nwmA00
AF-O60504-F1-model_v4	AF-O60504-F1-model_v4_TED02	2.30.30.40	2.30.30.40	3.20e-19	91.67	450-517	452-521	4ln2A00
AF-O60504-F1-model_v4	AF-O60504-F1-model_v4_TED03	2.30.30.40	2.30.30.40	1.70e-16	94.92	613-671	616-671	2fpeA00
AF-O60566-F1-model_v4	AF-O60566-F1-model_v4_TED01	1.25.40.430	1.25.40.430	2.00e-65	88.27	9-200	28-204	4aezI01
AF-O60566-F1-model_v4	AF-O60566-F1-model_v4_TED02	3.30.200.20	1.10.510.10	3.20e-19	19.75	778-1043	725-840	6f7bA02
AF-O60566-F1-model_v4	AF-O60566-F1-model_v4_TED03	1.10.510.10	1.10.510.10	3.20e-19	73.99	778-1043	842-1050	6f7bA02
AF-O60641-F1-model_v4	AF-O60641-F1-model_v4_TED01	1.25.40.90	1.25.40.90	1.40e-55	91.1	1-146	13-145	3zylA01
AF-O60641-F1-model_v4	AF-O60641-F1-model_v4_TED02	1.20.58.150	1.20.58.150	1.70e-61	91.22	147-294	152-286	3zymA02
AF-O60683-F1-model_v4	AF-O60683-F1-model_v4_TED02	3.30.40.10	3.30.40.10	1.30e-12	67.07	245-325	271-326	2ldrA00
AF-O60741-F1-model_v4	AF-O60741-F1-model_v4_TED02	2.60.120.10	2.60.120.10	4.50e-37	80.0	467-603	468-636	3u0zA02
AF-O60763-F1-model_v4	AF-O60763-F1-model_v4_TED01	1.25.10.10	1.25.10.10	4.30e-243	35.45	18-632	404-410_421-631	3grlA00
AF-O60890-F1-model_v4	AF-O60890-F1-model_v4_TED03	1.10.555.10	1.10.555.10	2.80e-54	92.35	380-575	385-565	1f7cA00
AF-O60941-F1-model_v4	AF-O60941-F1-model_v4_TED01	1.10.238.10	1.10.238.10	5.40e-22	40.85	48-143	2-236	1eg3A03
AF-O75027-F1-model_v4	AF-O75027-F1-model_v4_TED02	3.40.50.300	3.40.50.300	3.20e-85	91.42	463-730	473-717	4mycA02
AF-O75081-F1-model_v4	AF-O75081-F1-model_v4_TED01	1.20.120.1110	1.20.120.1110	6.40e-43	93.58	170-276	168-271	2pp4A00
AF-O75128-F1-model_v4	AF-O75128-F1-model_v4_TED01	3.10.20.90	3.10.20.90	9.40e-28	0.0	147-235	56-139	2dajA00
AF-O75128-F1-model_v4	AF-O75128-F1-model_v4_TED02	3.10.20.90	3.10.20.90	9.40e-28	87.64	147-235	153-230	2dajA00
AF-O75140-F1-model_v4	AF-O75140-F1-model_v4_TED01	2.40.40.20	1.10.10.10	1.30e-12	0.0	1156-1262	2-91	1fshA00
AF-O75140-F1-model_v4	AF-O75140-F1-model_v4_TED02	3.10.330.10	1.10.10.10	1.30e-12	0.0	1156-1262	99-167	1fshA00
AF-O75140-F1-model_v4	AF-O75140-F1-model_v4_TED03	3.40.50.410	1.10.10.10	1.30e-12	0.0	1156-1262	171-387_395-412	1fshA00
AF-O75145-F1-model_v4	AF-O75145-F1-model_v4_TED01	1.10.150.50	1.10.150.50	1.70e-54	60.87	801-938	833-916	3tacB01
AF-O75145-F1-model_v4	AF-O75145-F1-model_v4_TED02	1.10.150.50	1.10.150.50	2.20e-30	49.42	1031-1126	955-1115	3tacB03
AF-O75147-F1-model_v4	AF-O75147-F1-model_v4_TED01	2.60.40.10	2.60.40.10	1.70e-21	88.57	1-105	11-103	3knbB00
AF-O75147-F1-model_v4	AF-O75147-F1-model_v4_TED02	2.60.40.10	2.60.40.10	3.40e-15	79.67	121-243	131-228	2cqvA00
AF-O75147-F1-model_v4	AF-O75147-F1-model_v4_TED03	2.60.40.10	2.60.40.10	1.30e-18	90.62	244-337	251-339	5fm5P00
AF-O75147-F1-model_v4	AF-O75147-F1-model_v4_TED04	2.60.40.10	2.60.40.10	1.30e-11	94.62	338-430	342-429	2e6qA00
AF-O75147-F1-model_v4	AF-O75147-F1-model_v4_TED05	2.60.40.10	2.60.40.10	1.70e-06	91.86	431-516	437-515	2e6qA00
AF-O75147-F1-model_v4	AF-O75147-F1-model_v4_TED08	2.60.40.10	2.60.40.10	1.20e-13	97.67	719-802	718-803	2e6pA01
AF-O75147-F1-model_v4	AF-O75147-F1-model_v4_TED09	2.60.40.10	2.60.40.10	1.30e-15	95.45	807-892	809-894	2lvcA01
AF-O75147-F1-model_v4	AF-O75147-F1-model_v4_TED10	2.60.40.10	2.60.40.10	4.10e-11	81.82	989-1074	991-1009_1022-1076	2lvcA01
